Time Range,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
2023-03-08,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,20.21
2023-03-01,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,11.05
2023-04-25,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,17.75
2023-05-03,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,15.50
2023-05-02,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,20.00
2023-07-05,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,2.04
2023-03-11,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,20.16
2023-03-05,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,3.43
2023-03-14,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,1.68
2023-05-06,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,6.56
2023-03-12,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,20.56
2023-09-28,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,5.85
2023-11-24,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,6.89
2023-06-02,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,2.66
2023-05-08,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,0.08
2023-05-09,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,3.45
2023-04-29,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,22.11
2023-04-28,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,20.28
2023-04-26,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,23.84
2023-05-27,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,2.33
2023-06-06,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,22.96
2023-07-03,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,11.23
2023-06-04,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,14.00
2023-03-09,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,11.78
2023-03-04,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,17.42
2023-04-27,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,16.56
2023-05-31,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,10.68
2023-10-11,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,1.81
2023-05-30,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,6.95
2023-02-20,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,7.02
2023-03-07,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,22.48
2023-07-01,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,12.48
2023-02-28,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,2.90
2023-02-27,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,0.62
2023-06-30,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,2.00
2023-09-29,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,1.02
2023-06-11,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,20.52
2023-04-23,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,4.79
2023-02-21,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,0.86
2023-06-12,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,18.39
2023-03-10,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,20.60
2023-09-19,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,0.21
2023-03-03,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,17.38
2023-03-13,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,16.56
2023-03-06,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,15.84
2023-05-04,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,8.75
2023-06-05,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,24.03
2023-05-01,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,22.43
2023-01-02,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,17.55
2023-06-09,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,6.14
2023-05-05,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,16.86
2023-07-04,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,15.34
2023-01-01,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,0.62
2023-06-03,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,19.26
2023-09-16,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,1.05
2023-03-02,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,17.09
2023-07-02,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,14.08
2023-04-30,ECU,PESQUERO OCEANIC,2023-01-01T22:00:00Z,2023-11-24T09:00:00Z,DRIFTING_LONGLINES,FISHING,735059955,,HC6362,2019-07-19T15:08:31Z,2024-09-26T15:43:13Z,19.14
2023-07-29,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,1.29
2023-06-05,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,14.81
2023-06-12,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,3.59
2023-05-13,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,6.15
2023-06-01,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,11.70
2023-05-25,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,1.60
2023-05-23,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,5.00
2023-06-02,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,5.56
2023-06-06,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,3.56
2023-06-08,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,4.08
2023-06-04,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,8.56
2023-06-13,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,4.55
2023-05-19,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,0.70
2023-05-22,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,2.00
2023-05-14,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,6.80
2023-06-10,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,0.17
2023-05-20,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,2.01
2023-05-31,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,1.87
2023-05-17,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,0.08
2023-05-15,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,5.40
2023-05-12,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,2.22
2023-06-17,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,6.71
2023-06-16,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,1.94
2023-05-18,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,2.11
2023-06-07,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,11.98
2023-06-09,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,11.58
2023-06-03,ECU,FUJI,2023-05-12T07:00:00Z,2023-07-29T12:00:00Z,DRIFTING_LONGLINES,FISHING,735059247,,HC5504,2020-02-02T14:59:41Z,2024-10-18T17:51:54Z,9.69
2023-05-29,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,0.18
2023-10-16,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,14.04
2023-10-20,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,10.24
2023-10-23,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,13.30
2023-10-28,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,14.66
2023-05-28,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,4.63
2023-10-19,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,9.54
2023-10-15,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,16.97
2023-10-24,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,14.38
2023-10-27,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,9.30
2023-10-22,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,9.06
2023-10-10,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,9.90
2023-10-25,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,12.89
2023-10-26,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,6.12
2023-10-11,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,6.59
2023-10-09,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,6.32
2023-05-30,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,5.88
2023-07-10,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,6.55
2023-10-14,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,14.90
2023-10-21,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,11.07
2023-10-12,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,1.98
2023-10-08,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,7.92
2023-10-13,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,16.97
2023-05-31,ECU,DON BARTOLO,2023-05-28T08:00:00Z,2023-10-28T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057684,,HC4263,2020-03-11T16:17:36Z,2024-11-12T23:58:29Z,6.59
2023-05-01,ECU,SIEMPRE MI ARCA,2023-01-19T11:00:00Z,2023-11-11T17:00:00Z,DRIFTING_LONGLINES,FISHING,735058993,,HC5299,2020-03-14T21:31:15Z,2024-11-07T17:42:00Z,18.15
2023-09-29,ECU,SIEMPRE MI ARCA,2023-01-19T11:00:00Z,2023-11-11T17:00:00Z,DRIFTING_LONGLINES,FISHING,735058993,,HC5299,2020-03-14T21:31:15Z,2024-11-07T17:42:00Z,4.01
2023-11-03,ECU,SIEMPRE MI ARCA,2023-01-19T11:00:00Z,2023-11-11T17:00:00Z,DRIFTING_LONGLINES,FISHING,735058993,,HC5299,2020-03-14T21:31:15Z,2024-11-07T17:42:00Z,17.12
2023-01-22,ECU,SIEMPRE MI ARCA,2023-01-19T11:00:00Z,2023-11-11T17:00:00Z,DRIFTING_LONGLINES,FISHING,735058993,,HC5299,2020-03-14T21:31:15Z,2024-11-07T17:42:00Z,9.06
2023-09-23,ECU,SIEMPRE MI ARCA,2023-01-19T11:00:00Z,2023-11-11T17:00:00Z,DRIFTING_LONGLINES,FISHING,735058993,,HC5299,2020-03-14T21:31:15Z,2024-11-07T17:42:00Z,7.28
2023-04-17,ECU,SIEMPRE MI ARCA,2023-01-19T11:00:00Z,2023-11-11T17:00:00Z,DRIFTING_LONGLINES,FISHING,735058993,,HC5299,2020-03-14T21:31:15Z,2024-11-07T17:42:00Z,0.17
2023-10-27,ECU,SIEMPRE MI ARCA,2023-01-19T11:00:00Z,2023-11-11T17:00:00Z,DRIFTING_LONGLINES,FISHING,735058993,,HC5299,2020-03-14T21:31:15Z,2024-11-07T17:42:00Z,11.92
2023-11-09,ECU,SIEMPRE MI ARCA,2023-01-19T11:00:00Z,2023-11-11T17:00:00Z,DRIFTING_LONGLINES,FISHING,735058993,,HC5299,2020-03-14T21:31:15Z,2024-11-07T17:42:00Z,2.83
2023-05-15,ECU,SIEMPRE MI ARCA,2023-01-19T11:00:00Z,2023-11-11T17:00:00Z,DRIFTING_LONGLINES,FISHING,735058993,,HC5299,2020-03-14T21:31:15Z,2024-11-07T17:42:00Z,2.58
2023-06-20,ECU,SIEMPRE MI ARCA,2023-01-19T11:00:00Z,2023-11-11T17:00:00Z,DRIFTING_LONGLINES,FISHING,735058993,,HC5299,2020-03-14T21:31:15Z,2024-11-07T17:42:00Z,17.71
2023-07-22,ECU,SIEMPRE MI ARCA,2023-01-19T11:00:00Z,2023-11-11T17:00:00Z,DRIFTING_LONGLINES,FISHING,735058993,,HC5299,2020-03-14T21:31:15Z,2024-11-07T17:42:00Z,11.21
2023-07-10,ECU,SIEMPRE MI ARCA,2023-01-19T11:00:00Z,2023-11-11T17:00:00Z,DRIFTING_LONGLINES,FISHING,735058993,,HC5299,2020-03-14T21:31:15Z,2024-11-07T17:42:00Z,9.49
