Time Range,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
2023-09-28,ECU,DON F,2023-06-19T22:00:00Z,2023-10-05T13:00:00Z,TUNA_PURSE_SEINES,FISHING,735060354,,HC6655,2023-05-08T22:41:27Z,2024-11-12T23:58:56Z,10.09
2023-10-22,ECU,DON IGILIO,2023-06-17T16:00:00Z,2023-10-27T20:00:00Z,TUNA_PURSE_SEINES,FISHING,735060108,,HC6468,2020-11-13T20:49:01Z,2024-10-14T17:34:25Z,13.38
2023-11-24,ECU,REY DE ARCA,2023-10-13T15:00:00Z,2023-12-19T21:00:00Z,DRIFTING_LONGLINES,FISHING,735058725,,HC4440,2023-10-06T04:35:05Z,2024-11-12T20:02:10Z,9.58
2023-01-19,ECU,ADRIANA,2023-01-02T03:00:00Z,2023-10-20T07:00:00Z,TUNA_PURSE_SEINES,FISHING,735058904,,HC5234,2020-08-18T16:47:34Z,2024-10-31T02:13:35Z,1.95
2023-01-01,PAN,UPAR,2023-01-01T20:00:00Z,2023-01-24T22:00:00Z,TUNA_PURSE_SEINES,FISHING,372165000,7342304,HP9811,2020-12-02T19:38:50Z,2024-10-27T12:51:22Z,1.75
2023-01-20,ECU,TINTORERA,2023-01-03T13:00:00Z,2023-04-15T17:00:00Z,FISHING,FISHING,735059515,,HC-5964,2020-05-31T16:10:36Z,2024-03-08T18:17:43Z,4.08
2023-02-10,ECU,TINTORERA,2023-01-03T13:00:00Z,2023-04-15T17:00:00Z,FISHING,FISHING,735059515,,HC-5964,2020-05-31T16:10:36Z,2024-03-08T18:17:43Z,3.33
2023-05-16,VEN,FALCON,2023-05-16T16:00:00Z,2023-05-16T21:00:00Z,TUNA_PURSE_SEINES,FISHING,775616000,7395521,YYCL,2012-01-06T23:11:47Z,2024-10-15T11:54:44Z,5.15
2023-06-19,ECU,NORTH QUEEN,2023-05-27T05:00:00Z,2023-06-19T18:00:00Z,TUNA_PURSE_SEINES,FISHING,735057728,7437604,HC 2602,2023-05-16T23:15:51Z,2024-11-12T23:01:56Z,14.44
2023-06-09,USA,ISABELLA,2023-06-09T01:00:00Z,2023-08-01T22:00:00Z,TUNA_PURSE_SEINES,FISHING,369576000,8111465,WDE5192,2021-01-10T13:38:26Z,2024-11-12T23:46:18Z,0.41
2023-09-07,ECU,AIDEE,2023-04-06T15:00:00Z,2023-11-24T05:00:00Z,TUNA_PURSE_SEINES,FISHING,735059463,,HC5568,2017-05-02T15:24:35Z,2024-11-12T23:58:24Z,0.42
2023-09-06,ECU,LIBERTAD I,2023-01-07T16:00:00Z,2023-12-16T18:00:00Z,FISHING,FISHING,735059882,,HC6313,2019-01-22T17:02:51Z,2024-11-12T18:01:05Z,0.59
2023-10-08,ECU,AIDEE,2023-04-06T15:00:00Z,2023-11-24T05:00:00Z,TUNA_PURSE_SEINES,FISHING,735059463,,HC5568,2017-05-02T15:24:35Z,2024-11-12T23:58:24Z,0.75
2023-02-05,ECU,B/P MONTECRISTI,2023-02-05T11:00:00Z,2023-02-05T19:00:00Z,TUNA_PURSE_SEINES,FISHING,735057555,,HC2353,2020-08-12T14:17:58Z,2024-11-12T23:58:06Z,3.27
2023-01-19,ECU,EASTERN PACIFIC,2023-01-01T00:00:00Z,2023-02-22T20:00:00Z,TUNA_PURSE_SEINES,FISHING,735058843,,HC-5181,2018-01-05T19:44:03Z,2023-09-14T11:26:56Z,0.83
2023-06-24,ECU,ANDREA D,2023-06-23T22:00:00Z,2023-09-13T12:00:00Z,TUNA_PURSE_SEINES,FISHING,735060342,,HC6645,2023-04-18T23:35:19Z,2024-09-28T11:21:39Z,10.71
2023-09-26,ECU,ALTAR 11,2023-03-27T13:00:00Z,2023-10-05T18:00:00Z,SET_LONGLINES,FISHING,735058309,,HC4978,2021-03-23T17:49:10Z,2024-11-08T13:45:47Z,20.11
2023-09-07,ECU,LIBERTAD I,2023-01-07T16:00:00Z,2023-12-16T18:00:00Z,FISHING,FISHING,735059882,,HC6313,2019-01-22T17:02:51Z,2024-11-12T18:01:05Z,5.83
2023-10-16,ECU,OSIRIS,2023-02-18T13:00:00Z,2023-11-07T06:00:00Z,FISHING,FISHING,735059862,,HC6294,2022-09-05T23:19:18Z,2023-11-08T23:00:43Z,1.17
2023-11-05,ECU,BP/EMILIO,2023-10-30T11:00:00Z,2023-11-12T23:00:00Z,FISHING,FISHING,735059291,7235628,HC5593,2022-02-02T19:58:46Z,2024-11-12T23:55:45Z,0.83
2023-11-19,ECU,AIDEE,2023-04-06T15:00:00Z,2023-11-24T05:00:00Z,TUNA_PURSE_SEINES,FISHING,735059463,,HC5568,2017-05-02T15:24:35Z,2024-11-12T23:58:24Z,0.42
2023-01-05,ECU,TINTORERA,2023-01-03T13:00:00Z,2023-04-15T17:00:00Z,FISHING,FISHING,735059515,,HC-5964,2020-05-31T16:10:36Z,2024-03-08T18:17:43Z,22.51
2023-05-26,ECU,GRAND KNIGHT,2023-05-25T23:00:00Z,2023-07-13T11:00:00Z,DRIFTING_LONGLINES,FISHING,735058937,,HC5259,2022-07-29T23:58:42Z,2023-08-06T02:33:27Z,17.04
2023-05-16,NIC,PESCATUN I,2023-05-15T20:00:00Z,2023-07-30T15:00:00Z,TUNA_PURSE_SEINES,FISHING,350108015,,H6A-ATN,2018-10-19T02:15:56Z,2024-10-05T20:15:09Z,11.84
2023-06-10,ECU,NORTH QUEEN,2023-05-27T05:00:00Z,2023-06-19T18:00:00Z,TUNA_PURSE_SEINES,FISHING,735057728,7437604,HC 2602,2023-05-16T23:15:51Z,2024-11-12T23:01:56Z,1.04
2023-06-19,ECU,DON IGILIO,2023-06-17T16:00:00Z,2023-10-27T20:00:00Z,TUNA_PURSE_SEINES,FISHING,735060108,,HC6468,2020-11-13T20:49:01Z,2024-10-14T17:34:25Z,0.91
2023-08-29,ECU,DON F,2023-06-19T22:00:00Z,2023-10-05T13:00:00Z,TUNA_PURSE_SEINES,FISHING,735060354,,HC6655,2023-05-08T22:41:27Z,2024-11-12T23:58:56Z,1.15
2023-09-01,PAN,B/P-EL MARQUEZ,2023-01-25T14:00:00Z,2023-09-01T14:00:00Z,TUNA_PURSE_SEINES,FISHING,371775000,7515652,HO3272,2019-06-07T14:59:42Z,2024-11-12T23:56:38Z,0.02
2023-10-24,ECU,OSIRIS,2023-02-18T13:00:00Z,2023-11-07T06:00:00Z,FISHING,FISHING,735059862,,HC6294,2022-09-05T23:19:18Z,2023-11-08T23:00:43Z,0.75
2023-10-09,ECU,AIDEE,2023-04-06T15:00:00Z,2023-11-24T05:00:00Z,TUNA_PURSE_SEINES,FISHING,735059463,,HC5568,2017-05-02T15:24:35Z,2024-11-12T23:58:24Z,6.75
2023-10-18,ECU,OSIRIS,2023-02-18T13:00:00Z,2023-11-07T06:00:00Z,FISHING,FISHING,735059862,,HC6294,2022-09-05T23:19:18Z,2023-11-08T23:00:43Z,4.58
2023-11-09,ECU,LIBERTAD I,2023-01-07T16:00:00Z,2023-12-16T18:00:00Z,FISHING,FISHING,735059882,,HC6313,2019-01-22T17:02:51Z,2024-11-12T18:01:05Z,0.92
2023-11-12,ECU,BP/EMILIO,2023-10-30T11:00:00Z,2023-11-12T23:00:00Z,FISHING,FISHING,735059291,7235628,HC5593,2022-02-02T19:58:46Z,2024-11-12T23:55:45Z,2.61
2023-11-24,ECU,GINNO-D,2023-10-26T01:00:00Z,2023-11-24T16:00:00Z,TUNA_PURSE_SEINES,FISHING,735057604,7383700,HC2929,2022-08-25T16:45:48Z,2024-11-02T11:50:06Z,0.31
2023-12-25,ECU,LA AHIJADA,2023-10-11T23:00:00Z,2023-12-31T23:00:00Z,DRIFTING_LONGLINES,FISHING,735055123,,HC4047,2023-10-07T15:51:34Z,2024-11-12T17:04:05Z,19.55
2023-03-30,ECU,LUCY,2023-02-21T21:00:00Z,2023-12-21T19:00:00Z,TUNA_PURSE_SEINES,FISHING,735057557,,HC2723,2021-01-18T22:20:06Z,2024-11-12T23:59:27Z,0.17
2023-05-15,NIC,PESCATUN I,2023-05-15T20:00:00Z,2023-07-30T15:00:00Z,TUNA_PURSE_SEINES,FISHING,350108015,,H6A-ATN,2018-10-19T02:15:56Z,2024-10-05T20:15:09Z,1.10
2023-06-01,ECU,NORTH QUEEN,2023-05-27T05:00:00Z,2023-06-19T18:00:00Z,TUNA_PURSE_SEINES,FISHING,735057728,7437604,HC 2602,2023-05-16T23:15:51Z,2024-11-12T23:01:56Z,12.05
2023-07-30,ECU,DONA ROGE,2023-01-10T10:00:00Z,2023-10-07T11:00:00Z,TUNA_PURSE_SEINES,FISHING,735057685,,HC4301,2020-09-07T16:27:31Z,2024-10-21T03:13:40Z,1.64
2023-09-12,ESP,ROSITA C,2023-09-12T18:00:00Z,2023-09-12T19:00:00Z,TUNA_PURSE_SEINES,FISHING,224523000,9210969,EAHJ,2013-02-23T16:45:36Z,2024-11-12T23:54:46Z,1.03
2023-09-30,VEN,CANAIMA,2023-02-07T23:00:00Z,2023-11-10T15:00:00Z,TUNA_PURSE_SEINES,FISHING,775068000,7123485,YYEM,2020-12-30T20:36:14Z,2024-05-01T15:24:35Z,5.08
2023-10-25,ECU,OSIRIS,2023-02-18T13:00:00Z,2023-11-07T06:00:00Z,FISHING,FISHING,735059862,,HC6294,2022-09-05T23:19:18Z,2023-11-08T23:00:43Z,0.50
2023-11-25,ECU,REY DE ARCA,2023-10-13T15:00:00Z,2023-12-19T21:00:00Z,DRIFTING_LONGLINES,FISHING,735058725,,HC4440,2023-10-06T04:35:05Z,2024-11-12T20:02:10Z,19.92
2023-11-23,ECU,REY DE ARCA,2023-10-13T15:00:00Z,2023-12-19T21:00:00Z,DRIFTING_LONGLINES,FISHING,735058725,,HC4440,2023-10-06T04:35:05Z,2024-11-12T20:02:10Z,2.01
2023-11-17,ESP,ALBATUN TRES,2023-11-17T22:00:00Z,2023-11-18T01:00:00Z,FISHING,FISHING,224680000,9281310,EADN,2012-01-01T01:31:28Z,2024-11-12T23:59:50Z,1.25
2023-12-26,ECU,LA AHIJADA,2023-10-11T23:00:00Z,2023-12-31T23:00:00Z,DRIFTING_LONGLINES,FISHING,735055123,,HC4047,2023-10-07T15:51:34Z,2024-11-12T17:04:05Z,0.85
2023-01-14,ECU,DOMENICA L,2023-01-14T00:00:00Z,2023-11-03T05:00:00Z,TUNA_PURSE_SEINES,FISHING,735057650,8000886,HC-2877,2021-01-09T12:57:48Z,2024-11-12T21:06:50Z,1.11
2023-03-29,ECU,LUCY,2023-02-21T21:00:00Z,2023-12-21T19:00:00Z,TUNA_PURSE_SEINES,FISHING,735057557,,HC2723,2021-01-18T22:20:06Z,2024-11-12T23:59:27Z,0.17
2023-03-05,ECU,TINTORERA,2023-01-03T13:00:00Z,2023-04-15T17:00:00Z,FISHING,FISHING,735059515,,HC-5964,2020-05-31T16:10:36Z,2024-03-08T18:17:43Z,3.92
2023-05-17,ECU,JOTA JOTA,2023-04-07T06:00:00Z,2023-10-01T19:00:00Z,DRIFTING_LONGLINES,FISHING,735058780,,HC2508,2022-01-03T17:28:38Z,2024-11-12T23:56:26Z,20.73
2023-05-03,ECU,GLORIA C,2023-01-16T11:00:00Z,2023-05-05T22:00:00Z,FISHING,FISHING,735023497,7325174,HC2603,2021-03-27T17:14:51Z,2024-10-08T07:49:53Z,1.27
2023-09-28,ECU,ADRIANA,2023-01-02T03:00:00Z,2023-10-20T07:00:00Z,TUNA_PURSE_SEINES,FISHING,735058904,,HC5234,2020-08-18T16:47:34Z,2024-10-31T02:13:35Z,1.33
2023-08-31,ECU,SAN ANTONIO 1,2023-08-02T14:00:00Z,2023-12-31T00:00:00Z,DRIFTING_LONGLINES,FISHING,735060242,,HC6568,2023-07-28T00:55:47Z,2024-10-28T04:09:13Z,4.93
2023-08-05,ECU,GAVIOTA I,2023-08-01T15:00:00Z,2023-08-05T19:00:00Z,FISHING,FISHING,735059445,,HC-5897,2017-09-20T15:22:30Z,2023-08-05T20:31:39Z,1.58
2023-08-17,ECU,LIBERTAD I,2023-01-07T16:00:00Z,2023-12-16T18:00:00Z,FISHING,FISHING,735059882,,HC6313,2019-01-22T17:02:51Z,2024-11-12T18:01:05Z,3.75
2023-10-23,ECU,DON IGILIO,2023-06-17T16:00:00Z,2023-10-27T20:00:00Z,TUNA_PURSE_SEINES,FISHING,735060108,,HC6468,2020-11-13T20:49:01Z,2024-10-14T17:34:25Z,10.85
2023-10-18,ECU,VICTORIA DEL MAR,2023-01-04T11:00:00Z,2023-10-20T05:00:00Z,INCONCLUSIVE,FISHING,735058810,,HC-5159,2020-11-27T08:24:10Z,2024-11-09T02:47:12Z,6.50
2023-01-17,ECU,TINTORERA,2023-01-03T13:00:00Z,2023-04-15T17:00:00Z,FISHING,FISHING,735059515,,HC-5964,2020-05-31T16:10:36Z,2024-03-08T18:17:43Z,5.36
2023-03-24,ECU,TINTORERA,2023-01-03T13:00:00Z,2023-04-15T17:00:00Z,FISHING,FISHING,735059515,,HC-5964,2020-05-31T16:10:36Z,2024-03-08T18:17:43Z,0.83
2023-05-06,ECU,LIBERTAD I,2023-01-07T16:00:00Z,2023-12-16T18:00:00Z,FISHING,FISHING,735059882,,HC6313,2019-01-22T17:02:51Z,2024-11-12T18:01:05Z,1.08
2023-06-10,ECU,ADRIANA,2023-01-02T03:00:00Z,2023-10-20T07:00:00Z,TUNA_PURSE_SEINES,FISHING,735058904,,HC5234,2020-08-18T16:47:34Z,2024-10-31T02:13:35Z,0.07
